name,gender,slug,url,origin,meaning,about,short_forms,international_forms,first_letter,letters_count,popularity_place,popularity_bucket,tags
Теодор,m,teodor,https://n-e-n.ru/imena/imya/teodor/,древнегреческое,«дар Бога» — западная форма Фёдора,"Имя Теодор происходит от древнегреческого имени «Theódōros (Θεόδωρος)», состоящего из двух элементов: «theós (Θεός)» (божественное, божество, бог) и «dôron (δῶρον)» (дар).",Тео; Тедди,Theodore; Theo,Т,6,666,rare,редкое
Магсум,m,magsum,https://n-e-n.ru/imena/imya/magsum/,исламское,мудрый,"Имя Магсум имеет арабское происхождение. Его переводят как «мудрый», «зрелый».",Магс; Саня; Макс; Маг; Мася; Магсюшенька; Магсюлечка; Магсюленька,,М,6,667,rare,редкое
Хания,f,khaniya,https://n-e-n.ru/imena/imya/khaniya/,иудейское,красивая,"Одно из наиболее распространенных значение имени Хания – ""красивая"".",Ханя; Ханечка; Ханюшка; Ханька; Хан; Ханюшечка; Ханюся; Ханяшенька,,Х,5,667,rare,редкое; короткое
Фарзана,f,farzana,https://n-e-n.ru/imena/imya/farzana/,персидское,"мудрая, учёная","Имя Фарзана имеет персидское происхождение: на фарси «фарзане» означает «мудрая», «учёная», «разумная».",Фар; Фарз; Зан; Фрз; Фазан; Фарзаночка; Фарзанюшка; Фарзанулька,,Ф,7,668,rare,редкое
Апти,m,apti,https://n-e-n.ru/imena/imya/apti/,германское,мудрый,Имя Апти толкуют как «мудрый» или «созерцатель».,Апт; Пти; Атп; Птя; Апии; Аптишка; Аптюшка; Аптик,,А,4,669,rare,редкое; короткое
Мирра,f,mirra,https://n-e-n.ru/imena/imya/mirra/,древнегреческое,«благовонная смола»; редкая пара к мужскому Мирону,"Женское имя Мирра имеет несколько версий происхождения. По одной из них, в Древней Греции существовало мужское имя Мюрон (Мирон), обозначающее «мирра» («благовонная смола»). По другой, имя Мира и Мирра одинаковы и обладают одним славянским корнем -мир-.",Мирочка,Myrrha,М,5,669,rare,редкое; короткое
Мариана,f,mariana,https://n-e-n.ru/imena/imya/mariana/,латинское,«прекрасная»; также «принадлежащая Марии»,"Имя Мариана имеет латинское происхождение и трактуется как «принадлежащая Марии». По другой версии, оно восходит к греческому слову со значением «прекрасная».",Маша; Мара; Марк; Риана; Мари; Машенька; Мариночка; Мариноченька,,М,7,670,rare,редкое
Нарек,m,narek,https://n-e-n.ru/imena/imya/narek/,армянское,"светлое утро, мужество","Имя Нарек имеет армянское происхождение. Оно связано с названием села Нарек и монастыря, где жил святой Григор Нарекаци — один из самых почитаемых армянских поэтов и богословов. В переводе с армянского имя связывают со значением «светлое утро».",Нар; Наре; Нарик; Наря; На; Наречек; Нарюшечек,,Н,5,670,rare,редкое; короткое
Азрет,m,azret,https://n-e-n.ru/imena/imya/azret/,,благородство,"Имя Азрет распространено у народов Кавказа. Его связывают с арабским словом «хазрат» — почтительным обращением, которое переводят как «господин», «почтенный».",Азя; Зя; Азик; Зик; Азречка; Азрешка; Азрюша; Азрюшечка,,А,5,671,rare,редкое; короткое
Гертруда,f,gertruda,https://n-e-n.ru/imena/imya/gertruda/,германское,«сильная копьём» — от ger (копьё) и trud (сила),"Гертруда — имя древнегерманского происхождения, состоящее из корней «ger» — «копьё» — и «trud» — «сила». Его толкуют как «сильная копьём». Имя носили средневековые святые и королевы, а в XX веке в СССР его иногда расшифровывали по-новому: «героиня труда».",Гер; Гера; Труда; Тру; Руда; Гертрудочка; Гертрусенька; Гертрусенькинк,,Г,8,671,rare,редкое
Асан,m,asan,https://n-e-n.ru/imena/imya/asan/,казахское,душа,"Имя с казахскими корнями. В переводе означает «душа». Восходит к тюркскому слову, которое также толкуют как «основатель».",Ас; Сан; Ася; Саан; Асанюшка; Асанчик; Асаник; Асанюня,,А,4,672,rare,редкое; короткое
Назиля,f,nazilya,https://n-e-n.ru/imena/imya/nazilya/,тюркское,небесная звезда,"Имя Назиля имеет тюркские корни. В переводе его связывают со значениями «небесная звезда», «нежная».",Наз; Зил; Ля; На; Зя; Назик; Назико; Назька,,Н,6,672,rare,редкое
Айлина,f,ailina,https://n-e-n.ru/imena/imya/ailina/,тюркское,"красивая, владычица луны","Существуют разные версии происхождения имени Айлина. Имя Айлина в переводе с ирландского означает ""красивая"" или ""сияющая"". Имя Айлина имеет тюркское происхождение и означает ""владычица луны"".",Айля; Айли; Айлин; Айлинь; Айле; Айлинечка; Айлинушка; Айлиночка,,А,6,673,rare,редкое
Елизар,m,elizar,https://n-e-n.ru/imena/imya/elizar/,древнееврейское,«Бог помог» — от Элазар,"Мужское имя Елизар древнееврейского происхождения. Оно образовалось от имени Элеазар, которое переводится как «Бог помог». Имя пришло на Русь с распространением христианства и стало одним из самых популярных мужских имен.",Елизарка; Заря,Eleazar,Е,6,674,rare,редкое
Златослава,f,zlatoslava,https://n-e-n.ru/imena/imya/zlatoslava/,славянское,"золотая, славная, величественная","Происхождение имени незамысловато. Имя образовано от двух корней — «злат» (золотой, сияющий) и «слав» (величие и прославление). Значение имени — золотая, славная, величественная, прославленная.",Злата; Слава; Тоша; Лата; Славушка; Златославонька; Златуша; Златославочка,,З,10,675,rare,редкое
Максут,m,maksut,https://n-e-n.ru/imena/imya/maksut/,тюркское,"цель, желание",Имя тюркского происхождения. В переводе означает «цель» или «желание».,Макс; Максу; Макси; Максечка; Максюшечка; Максюнчик; Максюня; Максенок,,М,6,676,rare,редкое
Минзиля,f,minzilya,https://n-e-n.ru/imena/imya/minzilya/,,татарское и башкирское имя,"Минзиля — татарское и башкирское имя. Его первую часть связывают с тюркским словом «мең» — «родинка», которая считалась счастливой приметой.",,,М,7,677,rare,редкое
Ранель,m,ranel,https://n-e-n.ru/imena/imya/ranel/,татарское,"дитя народа, осчастливлен богом","Корни имени Ранель следует искать в глубокой древности. С татарского оно переводится как «дитя народа», а в иврите созвучное имя толкуют как «осчастливленный Богом».",Ран; Рани; Эля; Эль; Ранельчик; Ранеленька; Ранелюшка,,Р,6,677,rare,редкое
Газиз,m,gaziz,https://n-e-n.ru/imena/imya/gaziz/,арабское,"могучий, сильный, великий","Имя Газиз имеет арабское происхождение и является мужским. Оно имеет несколько возможных значений, включая ""могучий"", ""сильный"", ""великий"".",Га; Газ; Гази; Газиз; Газизик; Газикуль; Газюшка; Газизочка,,Г,5,678,rare,редкое; короткое
Латифа,f,latifa,https://n-e-n.ru/imena/imya/latifa/,арабское,"нежная, деликатная","Латифа — женская форма арабского имени Латиф. Оно происходит от слова «латиф» — «деликатный», «тонкий», «чуткий».",Лати; Латя; Латик; Латиф; Латиш; Латифочка; Латифуля; Латифушечка,,Л,6,679,rare,редкое
Тельман,m,telman,https://n-e-n.ru/imena/imya/telman/,армянское,имя в честь немецкого политика Эрнста Тельмана,Тельман — имя советской эпохи: мальчиков называли в честь немецкого политика Эрнста Тельмана. Оно закрепилось у ряда народов бывшего СССР как самостоятельное имя.,Теля; Тель; Тема; Тело; Тена; Тельмашка; Тельмушка; Тельмуля,,Т,7,679,rare,редкое
Закария,m,zakariya,https://n-e-n.ru/imena/imya/zakariya/,исламское,бог вспомнил,"Закария — это мужское имя, происходящее от ивритского имени Зехарья, что означает ""Бог вспомнил"".",Зак; Зака; Закар; Закари; Закарий; Закаречка; Закарушка; Закарьюша,,З,7,680,rare,редкое
Сафият,f,safiyat,https://n-e-n.ru/imena/imya/safiyat/,арабское,чистая,"Значение имени Сафият происходит из арабского языка и означает ""чистая"", ""честная"" или ""истинная"".",Саф; Сафи; Сафа; Сафь; Сафик; Сафюша; Сафюлька; Сафюлечка,,С,6,680,rare,редкое
Бурлият,f,burliyat,https://n-e-n.ru/imena/imya/burliyat/,татарское,смелый,"Имя Бурлият имеет татарское происхождение и означает ""смелый"", ""отважный"".",Бурл; Бурик; Лять; Бур; Лая; Бурлик; Бурлёночек; Бурлиныш,,Б,7,681,rare,редкое
Шавкат,m,shavkat,https://n-e-n.ru/imena/imya/shavkat/,казахское,"величие, слава","Имя Шавкат распространено в Средней Азии. Оно восходит к арабскому слову «шавкат» — «величие», «мощь», «слава». По другой версии, имя складывается из двух корней: «шау» — «река» — и «кат» — «благословлять».",Шав; Шаво; Шавка; Шавку; Шавчик; Шавкуша; Шавкушечка; Шавкуся,,Ш,6,681,rare,редкое
Адриан,m,adrian,https://n-e-n.ru/imena/imya/adrian/,латинское,"«из Адрии» — от названия города, давшего имя Адриатике","Имя Адриан происходит от латинского Hadrianus — «родом из Адрии»: так назывался город, давший имя Адриатическому морю. Иногда его путают с именем Андрей, но у того греческое происхождение — от andreios, «мужественный», «храбрый».",Адя; Адриаша,Adrian; Adrien; Adriano,А,6,682,rare,редкое
Ляна,f,lyana,https://n-e-n.ru/imena/imya/lyana/,русское,происхождение точно не установлено,"Точных данных о происхождении имени Ляна нет: его связывают с древними культурами, но единой версии у исследователей не сложилось.",Ля; Лян; Ляно; Лянч; Лянка; Ляночка; Лянусик; Лянуля,,Л,4,683,rare,редкое; короткое
Хадис,m,khadis,https://n-e-n.ru/imena/imya/khadis/,исламское,имя арабского происхождения,"Хадис — это арабское мужское имя, которое имеет исламское происхождение.",Хади; Хад; Хаде; Хадис; Хадс; Хадюшка; Хадуля; Хадичка,,Х,5,683,rare,редкое; короткое
Гайса,m,gaisa,https://n-e-n.ru/imena/imya/gaisa/,древнеримское,форма имени Иса (Иисус),"Гайса — распространённая у татар и башкир форма арабского имени Иса, которым в исламской традиции называют пророка Иисуса.",Гай; Гайс; Га; Гаи; Гайсиночка; Гайсечка; Гаечка; Гайсенька,,Г,5,684,rare,редкое; короткое
Захра,f,zakhra,https://n-e-n.ru/imena/imya/zakhra/,арабское,"ясность, сияние","Имя Захра имеет арабское происхождение и является женским. Значение имени Захра связано с понятием ""ясность"" или ""сияние"".",Зах; Захр; Захра; Захру; Захре; Захрушка; Захрюшенька; Захрулька,,З,5,684,rare,редкое; короткое
Генриетта,f,genrietta,https://n-e-n.ru/imena/imya/genrietta/,германское,"властелин дома, сила в доме","Имя Генриетта имеет германское происхождение и является женским вариантом имени Генрих. Оно имеет несколько возможных этимологических значений, включая ""властелин дома"" или ""сила в доме"".",Этта; Рита; Хетта; Етта; Рета; Генька; Генечка; Гена,,Г,9,685,rare,редкое
Эвальд,m,evald,https://n-e-n.ru/imena/imya/evald/,скандинавское,власть,"Эвальд — мужское имя древнегерманского происхождения. Вторая часть имени, «вальд», означает «власть», «правление»; первую часть чаще всего связывают со словом «закон» — отсюда толкование «правящий по закону».",Эва; Валь; Эд; Вад; Лев; Эвалдик; Эвалдишка; Эвалденький,,Э,6,686,rare,редкое
Мефодий,m,mefodii,https://n-e-n.ru/imena/imya/mefodii/,латинское,"мудрый, способный","Имя Мефодий пришло из Древней Греции: его связывают со словом «метод» и толкуют как «мудрый», «способный». В славянской традиции имя известно благодаря святому Мефодию, который вместе с братом Кириллом создал славянскую азбуку.",Меф; Фодя; Фоша; Дия; Федя; Мефодик; Мефодюшка; Мефодюшенька,,М,7,687,rare,редкое
Зумруд,f,zumrud,https://n-e-n.ru/imena/imya/zumrud/,тюркское,изумруд,"Значение имени Зумруд: имя Зумруд происходит от тюркского слова ""зумрад"", что означает ""изумруд"".",Зум; Зура; Мур; Мруда; Руди; Зумрудочка; Зумрудуля; Зумрудоченька,,З,6,688,rare,редкое
Франц,m,frants,https://n-e-n.ru/imena/imya/frants/,германское,"«француз, свободный» — форма имени Франциск","Имя Франц имеет германское происхождение и является сокращением имени Франциск, которое означает «француз» и восходит к названию племени франков — «свободных».",Фрэнс; Франз; Френи; Франс; Френс; Францик; Французик,,Ф,5,689,rare,редкое; короткое
Агнесса,f,agnessa,https://n-e-n.ru/imena/imya/agnessa/,древнегреческое,"«чистая, непорочная» — западная сестра Агнии","В переводе с греческого имя Агнесса означает «чистая», «непорочная». В латинском языке созвучное слово agnus означает «агнец», «ягнёнок», поэтому имя часто связывали и с образом ягнёнка. Иногда его толкуют как «целомудренная».",Ага; Неса,Agnes; Agnès,А,7,690,rare,редкое
Никон,m,nikon,https://n-e-n.ru/imena/imya/nikon/,древнегреческое,победитель,Имя Никон имеет древнегреческое происхождение и восходит к имени Ника. Никон переводится с древнегреческого как «победитель».,Ника; Ник; Никонька; Никаша; Никуся,,Н,5,691,rare,редкое; короткое
Айсен,m,aisen,https://n-e-n.ru/imena/imya/aisen/,тюркское,железо,"Имя Айсен имеет тюркское происхождение и в переводе означает ""железо"".",Айс; Айси; Сен; Ай; Сень; Айсюша; Айсечка; Айсик,,А,5,692,rare,редкое; короткое
Галимат,f,galimat,https://n-e-n.ru/imena/imya/galimat/,тюркское,"знающая, учёная","Галимат — женское имя, распространённое на Кавказе. Оно происходит от арабского слова «галим» («алим») — «знающий», «учёный».",Га; Гал; Ли; Ма; Ат; Галюшка; Галинка; Галинушка,,Г,7,692,rare,редкое
Улита,f,ulita,https://n-e-n.ru/imena/imya/ulita/,латинское,народная форма имени Иулитта,"Улита — русская народная форма имени Иулитта, которое имеет латинские корни и связано с родовым именем Юлия.",Уля; Ули; Лита; Ул; Лит; Улитечка; Улитуля; Улитиночка,,У,5,693,rare,редкое; короткое
Милан,m,milan,https://n-e-n.ru/imena/imya/milan/,славянское,«милый» — южнославянское имя; парное к женскому Милана,"Милан — древнее славянское имя, знакомое по старинным сказкам и легендам. В переводе оно означает «милый», «любимый». Поскольку корни у имени языческие, церковной формы у него нет.",Миланчик; Мила,Milan,М,5,694,rare,редкое; короткое
Магинур,f,maginur,https://n-e-n.ru/imena/imya/maginur/,восточное,восточное имя,Магинур — женское имя восточного происхождения.,Маги; Гину; Мага; Гина; Магио; Магиночка; Магинурашечка; Магинюшечка,,М,7,695,rare,редкое
Радислав,m,radislav,https://n-e-n.ru/imena/imya/radislav/,славянское,"радость, счастье","Имя Радислав имеет славянское происхождение и состоит из двух частей: ""рад"" и ""слав"". ""Рад"" означает ""радость, счастье"", а ""слав"" — ""слава, известность"".",Рада; Слав; Ради; Слава; Рас; Радуля; Радикуля; Радюля,,Р,8,695,rare,редкое
Мирза,m,mirza,https://n-e-n.ru/imena/imya/mirza/,персидское,"потомок правителя, мирза","История происхождения имени Мирза имеет древние корни и связана с культурой и традициями многих народов Востока. Это имя имеет персидское происхождение и в переводе означает ""потомок правителя"". Первоначально имя Мирза использовалось для обозначения рода потомков знатных и влиятельных правителей, которые являлись принцами или регентами в различных восточных государствах.",Мир; Мизо; Миро; Мирц; Мирс; Мирзечка; Мирзуля; Мирзиночка,,М,5,696,rare,редкое; короткое
Андраник,m,andranik,https://n-e-n.ru/imena/imya/andranik/,армянское,мужественный,"Андраник — одно из самых известных армянских мужских имён с глубокими историческими корнями. По распространённой версии, оно происходит от древнеармянского слова «андра» — «мужественный».",Андр; Дра; Рани; Аник; Андраничек; Андраникунчик; Андраничёночек; Андраничекушка,,А,8,697,rare,редкое
Ильсия,f,ilsiya,https://n-e-n.ru/imena/imya/ilsiya/,арабское,лунная ночь,Имя Ильсия имеет арабские корни. Основное значение имени — «лунная ночь».,Ильс; Илься; Ися; Лся; Си; Илюшка; Илюшик; Илюсенька,,И,6,697,rare,редкое
Муртазали,m,murtazali,https://n-e-n.ru/imena/imya/murtazali/,персидское,избранный,"Имя Муртазали является мужским именем и имеет персидское происхождение. Оно состоит из двух частей: ""Муртаза"" и ""али"". ""Муртаза"" переводится с персидского как ""избранный"" или ""любимец Бога"", а ""али"" означает ""возвышенный"" или ""высокий"".",Мур; Мурт; Мурта; Мурти; Муряз; Муртазалик; Муртазалинка; Муртазалишка,,М,9,699,rare,редкое
Эндже,f,endzhe,https://n-e-n.ru/imena/imya/endzhe/,английское,«жемчужина» — от татарского энҗе,"Эндже — татарское женское имя, образованное от слова «энҗе» — «жемчуг». Имя толкуют как «жемчужина», «драгоценная».",Эндж; Энд; Энджи; Энджик; Эндик; Энджико; Энджичка; Энджичко,,Э,5,699,rare,редкое; короткое
Христофор,m,khristofor,https://n-e-n.ru/imena/imya/khristofor/,греческое,несущий Христа,Имя Христофор имеет греческое происхождение: оно образовано от слов Christos («Христос») и phero («нести») и означает «несущий Христа».,Христо; Христя; Христик; Хрис; Христоф; Христофорчик; Христофорушка; Христофорик,,Х,9,700,rare,редкое
Айназ,m,ainaz,https://n-e-n.ru/imena/imya/ainaz/,тюркское,"нежность, ласка; «нежный, как луна»","Имя Айназ имеет тюркское происхождение и состоит из двух корней: тюркского «ай» — «луна» — и пришедшего из персидского «наз» — «нежность», «ласка». Имя трактуют как «нежный, как луна».",Айна; Айназочка,,А,5,702,rare,редкое; короткое
Феодора,f,feodora,https://n-e-n.ru/imena/imya/feodora/,древнегреческое,«дар Бога» — парное к Фёдору; западный вариант — Теодора,На Руси имя Феодора получило распространение в основном в среде духовенства.,Дора; Феня,Theodora; Dora,Ф,7,702,rare,редкое
Агзам,m,agzam,https://n-e-n.ru/imena/imya/agzam/,тюркское,"могущественный, мощный","Агзам — мужское имя с арабскими корнями: его возводят к слову «аʼзам» — «величайший», толкуют также как «могущественный», «мощный». Имя распространено у мусульманских народов, в том числе у татар и башкир.",Аг; Газ; Зам; Ам; Агзамочек; Агзамуля; Агзамулик; Агзамчик,,А,5,703,rare,редкое; короткое
Умукусум,f,umukusum,https://n-e-n.ru/imena/imya/umukusum/,арабское,мать цветов,"Значение имени Умукусум может быть переведено как ""мать цветов"" или ""мать красоты"".",Ум; Уку; Му; Ку; Сум; Умурка; Умуля; Умулечка,,У,8,703,rare,редкое
Рифхат,m,rifkhat,https://n-e-n.ru/imena/imya/rifkhat/,тюркское,"благополучие, совершенство","Имя Рифхат является мужским и имеет тюркское происхождение. Оно имеет несколько значений, включая ""благополучие"", ""совершенство"" и ""отличие"".",Риф; Рифа; Рифо; Рифк; Рифт; Рифхатик; Рифхаточек; Рифхатец,,Р,6,704,rare,редкое
Руфия,f,rufiya,https://n-e-n.ru/imena/imya/rufiya/,латинское,рыжая; по другой версии — заботливая,"Имя Руфия связывают с латинским корнем «руфус» — «рыжая», «золотистая». По другой версии, у имени арабские корни и значение «заботливая».",Руф; Фия; Руфьечка; Руфютенька; Руфуля; Руфусик,,Р,5,705,rare,редкое; короткое
Фидаиль,m,fidail,https://n-e-n.ru/imena/imya/fidail/,арабское,"«справедливый», «щедрый»","Имя Фидаиль имеет арабское происхождение. Его связывают с корнем «фида» — «жертвующий собой», «преданный» — и толкуют как «справедливый», «щедрый», «преданный».",Фида; Фиде; Фидя; Фид; Фи; Фидечка; Фидулька; Фидуля,,Ф,7,705,rare,редкое
Айдыс,m,aidys,https://n-e-n.ru/imena/imya/aidys/,тюркское,имя тюркского происхождения,"Имя Айдыс имеет тюркское происхождение и распространено в разных странах, таких как Турция, Казахстан, и Узбекистан.",Ай; Айс; Айди; Дыс; Айда; Айдашка; Айдашуля; Айдуля,,А,5,706,rare,редкое; короткое
Васима,f,vasima,https://n-e-n.ru/imena/imya/vasima/,арабское,"уважаемая, достойная похвалы","Имя Васима имеет арабское происхождение и означает «уважаемая», «достойная похвалы».",Вас; Вася; Васек; Васо; Васик; Васенька; Васюшка; Васюня,,В,6,706,rare,редкое
Арон,m,aron,https://n-e-n.ru/imena/imya/aron/,древнееврейское,"светлый, учитель","Имя Арон (‏אַהֲרֹן) имеет древнееврейское происхождение и упоминается в Ветхом Завете. По одной из версий имя Арон означает «Ковчег Завета». Некоторые ученые переводят имя Арон с древнееврейского как «светлый», другие считают, что его следует переводить как «учитель».",Арик; Ара; Ари; Рон; Арончик; Арошенька; Аронечка; Аросик,,А,4,707,rare,редкое; короткое
Давуд,m,davud,https://n-e-n.ru/imena/imya/davud/,персидское,возлюбленный,"Давуд — это имя с богатой историей, которая уходит своими корнями в древнюю Месопотамию. Имя Давуд (David) происходит из древнееврейского языка и имеет значение ""возлюбленный"" или ""возлюбленный Богом"". В исламе имя Давуд также имеет большое значение.",Дав; Дэв; Дуд; Дави; Даву; Дашуля; Дашенька; Дашулька,,Д,5,708,rare,редкое; короткое
Иванна,f,ivanna,https://n-e-n.ru/imena/imya/ivanna/,греческое,бог милостив,Этимология имени прозрачна: в восточнославянские языки оно пришло через церковнославянский из греческого и в переводе означает «Бог милостив».,Ива; Иванка; Ваня; Ванька; Иваночка; Иваннушка; Ивочка; Ивонька,,И,6,708,rare,редкое
Ульфат,m,ulfat,https://n-e-n.ru/imena/imya/ulfat/,персидское,"дружба, близость","Ульфат — имя арабского происхождения, распространённое у тюркских народов. Слово «ульфат» означает «дружба», «близость», «согласие».",Ульф; Ульфа; Ульфат; Фати; Уфа; Ульфатик; Ульфаточка; Ульфатушка,,У,6,709,rare,редкое
Вакиль,m,vakil,https://n-e-n.ru/imena/imya/vakil/,персидское,искусный,"Имя Вакиль имеет персидское происхождение и имеет несколько возможных значений. В переводе с персидского оно может означать ""искусный"", ""умелый"", ""талантливый"" или ""опытный"".",Ва; Вак; Киль; Аки; Килья; Вакиличик; Вакилько; Вакильчик,,В,6,710,rare,редкое
Сажида,f,sazhida,https://n-e-n.ru/imena/imya/sazhida/,арабское,"почтенная, почётная","Имя Сажида арабского происхождения. Одно из его значений — «почтенная», «почётная».",Саж; Сажи; Саш; Саша; Сид; Сажидочек; Сажидуля; Сажидишка,,С,6,710,rare,редкое
Айнура,f,ainura,https://n-e-n.ru/imena/imya/ainura/,римское,лунный свет,"Айнура — женская форма имени Айнур, пришедшего из тюркских языков; его составляют корни «ай» — «луна» — и «нур» — «свет», отсюда переводы «лунный свет», «сияющая, как луна». В средневековой исламской культуре существовало понятие «айн аль-нур» — «глаз божьего света», — описывавшее присутствие божественного света во всём живом. Сегодня имя Айнур распространено в разных странах и культурах.",Айша; Нура; Анира; Раина; Инура; Айнурочка; Айнурик; Айнуричек,,А,6,711,rare,редкое
Билял,m,bilyal,https://n-e-n.ru/imena/imya/bilyal/,арабское,форма имени Билал — имени первого муэдзина,"Имя Билял имеет арабское происхождение. Его история связана с Билалом ибн Рабахом — сподвижником пророка Мухаммеда и первым муэдзином, то есть человеком, призывающим мусульман на молитву.",Бил; Билю; Биле; Билё; Билёк; Билечка; Билюша; Билешенька,,Б,5,712,rare,редкое; короткое
Зура,f,zura,https://n-e-n.ru/imena/imya/zura/,грузинское,«сильная» — от слова «зур»,"Зура — имя, которое возводят к слову «зур» — «сильный», «мощный». В Грузии Зура — мужское имя, краткая форма имени Зураб, но встречается и как женское.",Зу; Зур; Зурочка; Зурёнок; Зурчик,,З,4,712,rare,редкое; короткое
Ильсияр,f,ilsiyar,https://n-e-n.ru/imena/imya/ilsiyar/,тюркское,"подарок, дар героя","Имя Ильсияр имеет тюркское происхождение и несколько возможных значений. Одно из них — «подарок», «дар героя».",Иля; Иль; Ильси; Иси; Иср; Ильсярушка; Ильсярчик; Ильсяренок,,И,7,713,rare,редкое
Ильвир,m,ilvir,https://n-e-n.ru/imena/imya/ilvir/,тюркское,"гибкий, милосердный","Имя Ильвир имеет тюркское происхождение и несколько значений: в татарском языке его толкуют как «гибкий», встречаются также трактовки «добрый, милосердный» и «покорный».",Ильв; Иль; Ильва; Вир; Виря; Ильвирушка; Ильвирчик,,И,6,714,rare,редкое
Санал,m,sanal,https://n-e-n.ru/imena/imya/sanal/,казахское,"ясный, осознанный","Имя Санал распространено у калмыков и других монгольских народов. Его связывают со словом «санал» — «мысль», «намерение».",Сан; Саша; Саня; Сань; Санюшка; Санюшенька; Санюшонок; Санюшечка,,С,5,715,rare,редкое; короткое
Чермен,m,chermen,https://n-e-n.ru/imena/imya/chermen/,тюркское,"ослепительный, лесной, дерево","У имени Чермен несколько толкований. Его переводят как «ослепительный»; в армянском языке слово «чермен» связывают со значением «лесной», в курдском — «дерево».",Чер; Черм; Чермен; Чермеша; Чермешик,,Ч,6,716,rare,редкое
Лукьян,m,lukyan,https://n-e-n.ru/imena/imya/lukyan/,латинское,"«светлый» — русская форма имени Лукиан, от lux","Лукьян — русская форма имени Лукиан, восходящего к латинскому lux — «свет». На Руси имя известно со времён Киевской Руси.",Лукьяша; Лука,Lucian; Luciano,Л,6,717,rare,редкое
Оюна,f,oyuna,https://n-e-n.ru/imena/imya/oyuna/,монгольское,подарок,"Имя Оюна имеет монгольское происхождение и его значение связано с понятием ""подарок"".",Ой; Ёна; Юна; Он; Она; Оюненька; Оюночка,,О,4,717,rare,редкое; короткое
Айзиля,f,aizilya,https://n-e-n.ru/imena/imya/aizilya/,иудейское,"«чистая, светлая, как луна» — татарское имя","Айзиля — женское имя, распространённое у татар и башкир. Его обычно объясняют через тюркское «ай» — «луна»; распространённое толкование — «чистая, светлая, как луна».",Айз; Зиля; Изя; Зил; Ля; Айзюля; Айзечка; Айзик,,А,6,718,rare,редкое
Забир,m,zabir,https://n-e-n.ru/imena/imya/zabir/,арабское,"защитник, победитель","Имя Забир имеет арабские и тюркские корни. Его значения связывают с силой и защитой: «твёрдый», «сильный», «защитник».",Заби; Забирчик,,З,5,718,rare,редкое; короткое
Айла,f,aila,https://n-e-n.ru/imena/imya/aila/,еврейское,"ореол, нимб, лунный свет","У имени Айла несколько версий происхождения. В турецком языке «айла» означает ореол вокруг луны, лунный свет. В еврейской традиции похожее имя связывают со словом «эла» — «дуб» — и трактуют как «могучая, крепкая, как дуб».",Ай; Айли; Ла-ла,,А,4,719,rare,редкое; короткое
Анвер,m,anver,https://n-e-n.ru/imena/imya/anver/,тюркское,"человек, мужчина, герой","Имя Анвер имеет тюркское происхождение и распространено в странах с мусульманской культурой — Турции, Азербайджане, Казахстане. Его толкуют как «человек», «мужчина» или «герой».",Анв; Анве; Анви; Анву; Анвр; Анечка; Анюша; Анеченька,,А,5,719,rare,редкое; короткое
Гарри,m,garri,https://n-e-n.ru/imena/imya/garri/,немецкое,английская форма имени Генри — «глава дома»,"Гарри — английская форма имени Генри (Генрих), которое имеет германские корни и означает «глава дома», «властелин дома». В англоязычных странах Гарри также используют как уменьшительное от Гарольда.",Гарик; Ари; Эрри; Гаричек; Гарюша; Гаринька,,Г,5,720,rare,редкое; короткое
Наргиз,f,nargiz,https://n-e-n.ru/imena/imya/nargiz/,арабское,"царственная, правящая","Имя Наргиз имеет персидские корни и упоминается уже в древних рукописях. Его связывают с названием цветка нарцисса, а также со значениями «царственная», «огненный цветок».",Нара; Нар; Гиза; Нари,,Н,6,720,rare,редкое
Сардана,f,sardana,https://n-e-n.ru/imena/imya/sardana/,тюркское,воин,"Сардана — якутское женское имя, которое связывают с названием цветка сарданы (лилии). По другой версии, это женская форма имени Сардар — «военачальник».",Сара; Сада; Сард; Ада; Нада; Сарданочка; Сардашенька; Сарданоченька,,С,7,721,rare,редкое
Загра,f,zagra,https://n-e-n.ru/imena/imya/zagra/,,,,,,З,5,723,rare,редкое; короткое
Талия,f,taliya,https://n-e-n.ru/imena/imya/taliya/,еврейское,цветение,"Происхождение имени Талия коренится в древнегреческой мифологии. Ее имя происходит от греческого слова ""τάλλω"", что значит ""цветение"", ""процветание"" или ""приносить радость"". Сегодня имя Талия является довольно популярным и используется во многих странах, где оно сохраняет свое прекрасное и символичное значение.",Таля; Таль; Та; Тля; Ля; Таляшка; Талюшка; Талечка,,Т,5,724,rare,редкое; короткое
Гульчира,f,gulchira,https://n-e-n.ru/imena/imya/gulchira/,тюркское,цветок,"Гульчира — женское имя, распространённое у татар и башкир. Его первая часть «гуль» означает на фарси «цветок», «розу», поэтому имя связывают с красотой и цветением.",Гуль; Лира; Гульчик; Гуличка; Гуличенька,,Г,8,725,rare,редкое
Пантелеймон,m,panteleimon,https://n-e-n.ru/imena/imya/panteleimon/,греческое,всеисцеляющий,"Имя Пантелеймон имеет греческое происхождение и переводится как ""всеисцеляющий"". Оно состоит из двух частей: ""пан"" (все) и ""елимон"" (целебный).",Пантя; Панте; Толя; Теля; Лёня; Пантелеймончик; Пантелеймончишка; Пантелеймончикуля,,П,11,725,rare,редкое
